Generated Table for View ZSTC_ORDSHTO


MANDT	 KUNNR	 NAME1	 ORT01	 PSTLZ	 STRAS	 SORT1
100	 0101000283	 PPUH LUBEX Sp. z o.o.	 Nowa Sól	 67-100	 Przysz#o#ci 7	 LUBEX
100	 0101000284	 PRD POL-DR#G GOLENI#W SP. Z O.O.	 Goleniów	 72-100	 I Brygady Legionów 18	 POLDR#G GO
100	 0101000285	 PRD POL-DR#G NOWOGARD S.A.	 Nowogard	 72-200	 Górna 2/1	 POLDR#G NO
100	 0101000286	 Probet Sp. z o.o.	 Chorzów	 41-506	 Limanowskiego 9/1	 PROBET
100	 0101000287	 PRO-REM Maszyny Budowlano-Drogowe	 Poznań	 60-003	 Wo#czyńska 37	 PRO-REM
100	 0101000288	 Prywatna Firma Robót Drogowych	 Cieszyn	 43-400	 Orla 36	 BRUK
100	 0101000289	 Przeds.Drog.-In#.KAREX mgr	 Kalisz	 62-800	 Piwonicka 12	 KAREX
100	 0101000290	 Przedsi#biorstwo Budowlano-Us#ugowe	 Janów Lubelski	 23-300	 Wojska Polskiego 21	 EKOMEL
100	 0101000291	 Przedsi#biorstwo Budownictwa	 Kalisz	 62-800	 Noskowska 3-5	 PBD KALISZ
100	 0101000292	 Przedsi#biorstwo Budownictwa	 G#ogów	 67-200	 Mickiewicza 63	 PBD G#OG#W
100	 0101000293	 Przedsi#biorstwo Budownictwa	 Mor#g	 14-300	 Przemys#owa 13/a	 PBD MOR#G
100	 0101000294	 Przedsi#biorstwo Budownictwa	 Rybnik	 44-207	 Gliwicka 179/A	 PBD RYBNIK
100	 0101000295	 Przedsi#biorstwo Budownictwa	 Konin	 62-510	 Przemys#owa 83	 PBPID KONI
100	 0101000296	 Przedsi#biorstwo Budowy Dróg i	 Z#bkowice #l.	 57-200	 Cukrownicza 6	 PBDIM
100	 0101000297	 Przedsi#biorstwo Budowy Dróg	 Ostróda	 14-100	 Górka 3/d	 BUDROMOST
100	 0101000298	 Przedsi#biorstwo Drogowe "BUD-DR#G"	 Nowa Sól	 67-100	 Norwida 1A	 BUD-DR#G
100	 0101000299	 Przedsi#biorstwo Drogowe "Kontrakt"	 Krosno Odrzańskie	 66-600	 Szosa Poznańska 17	 KONTRAKT
100	 0101000300	 Przedsi#biorstwo Drogowe LAMBDAR	 #ód#	 93-231	 Dostawcza 6	 LAMBDAR
100	 0101000301	 Przedsi#biorstwo Drogowo-Mostowe	 Suwa#ki	 16-400	 Przytorowa 24	 PDM SUWA#K
100	 0101000302	 PRZEDSI#BIORSTWO DROGOWO-MOSTOWE w	 Pisz	 12-200	 Czerniewskiego 2	 PDM PISZ
100	 0101000303	 Przedsi#biorstwo Drogowo-Mostowe	 Brodnica	 63-112	 #abno 2/a	 DROMOST #A
100	 0101000304	 Przedsi#biorstwo Drogowo-Mostowe	 I#awa	 14-200	 Kard. St. Wyszyńskiego 37	 PDM I#AWA
100	 0101000305	 Przedsi#biorstwo Drogowo-Mostowe	 Kra#nik	 23-200	 Kolejowa 6	 PDM KRA#NI
100	 0101000306	 Przedsi#biorstwo Gramowscy	 Budzyń	 64-840	 Osiedle Cechowe 31	 ATA TECHNI
100	 0101000307	 Przedsi#biorstwo Handlowo Us#ugowe	 S#upca	 62-400	 Sienkiewicza 9	 PHU BOGMAR
100	 0101000308	 Przedsi#biorstwo Handlowo Us#ugowe	 Wis#a	 43-460	 Fiedorowska 26	 PHU KAMYK
100	 0101000309	 Przedsi#biorstwo In#ynieryjno	 Mińsk Mazowiecki	 05-300	 Warszawska 211/2	 DROTECH
100	 0101000310	 Przedsi#biorstwo In#ynieryjno-	 Olsztyn	 10-699	 Jarocka 21	 SANBUD
100	 0101000311	 Przedsi#biorstwo Produkcyjno-	 Chrzanów	 32-500	 Polna	 BITUMIK CH
100	 0101000312	 Przedsi#biorstwo Produkcyjno	 So#nicowice	 44-153	 Weso#a 2	 TECHROL
100	 0101000313	 Przedsi#biorstwo	 Ruda #l#ska	 41-700	 Kokotek 8	 DROGBUD RU
100	 0101000314	 Przedsi#biorstwo Produkcyjno	 Inowroc#aw 2	 88-110	 Marcinkowo	 MEL - BUD
100	 0101000315	 Przedsi#biorstwo	 Gnojnik	 32-864	 Gnojnik 513	 TRANS-BET
100	 0101000316	 Przedsi#biorstwo Produkcyjno	 #nin	 88-400	 Podgórzyn 62	 PPUH #NIN
100	 0101000317	 Przedsi#biorstwo Produkcyjno-	 Jelenia Góra	 58-500	 Podle#na 20	 PARYS JE G
100	 0101000318	 Przedsi#biorstwo Remontowo-Drogowe	 Zielona Góra	 65-786	 Foluszowa 108	 CAPRI-BIT
100	 0101000319	 Przedsi#biorstwo Robót	 Czelad#	 41-250	 Spacerowa 3	 ESPRI
100	 0101000320	 Honco Polska Sp. z o.o.	 Katowice	 40-748	 Kana#owa 35	 HONCO
100	 0101000321	 Przedsi#biorstwo Robót	 Piekary #l#skie	 41-940	 Inwalidów Wojennych 70	 EKOL PIEKA
100	 0101000322	 Przedsi#biorstwo Robót	 Braniewo	 14-500	 Wiejska 16	 PRDM BRANI
100	 0101000323	 Przedsi#biorstwo Robót Drogowo-	 Hrubieszów	 22-500	 Grabowiecka 18 b	 PRDM HRUBI
100	 0101000324	 Przedsi#biorstwo Robót	 Orneta	 11-130	 Dworcowa 27	 PRDB ORNET
100	 0101000325	 Przedsi#biorstwo Robót Drogowo-	 Parczew	 21-200	 11 Listopada 170	 PRDM PARCZ
100	 0101000326	 Przedsi#biorstwo Robót	 K#obuck	 42-100	 Wojska Polskiego 8	 PRDM K#OBU
100	 0101000327	 Przedsi#biorstwo Robót Drogowo-	 Ostrzeszów	 63-500	 Sk#adowa 2	 PRDM OSTRZ
100	 0101000328	 PRZEDSI#BIORSTWO ROB#T DROGOWO-	 Opatów	 27-500	 #mielowska 4	 PRDM OPAT
100	 0101000329	 Przedsi#biorstwo Robót Drogowych	 Końskie	 26-200	 Zielona 7	 DROMO KO#S
100	 0101000330	 Przedsi#biorstwo Robót Drogowych i	 K#dzierzyn-Ko#le	 47-200	 24 Kwietnia 4	 PRDIM K-K
100	 0101000331	 Przedsi#biorstwo Robót Drogowych i	 G#ubczyce	 48-100	 Kolejowa 1	 PRDIM G#UB
100	 0101000332	 Przedsi#biorstwo Robót Drogowych	 Stalowa Wola	 37-450	 Przemys#owa 8	 PRD S WOLA
100	 0101000333	 Przedsi#biorstwo Robót Drogowych	 Turek	 62-700	 #uki 48a	 PRD TUREK
100	 0101000334	 Przedsi#biorstwo Robót Drogowych	 Racibórz	 47-400	 Adamczyka 12	 PRD RACIB#
100	 0101000335	 PRZEDSI#BIORSTWO ROB#T DROGOWYCH	 Lubań	 59-800	 Ja#owiec  56	 PRD LUBA#
100	 0101000336	 Przedsi#biorstwo Robót Drogowych	 Gi#ycko	 11-500	 W#gorzewska 4	 PRD GI#YCK
100	 0101000337	 Przedsi#biorstwo Robót	 Dzia#dowo	 13-200	 Lidzbarska 31	 PRID DZIA#
100	 0101000338	 Przedsi#biorstwo Robót In#ynieryjno	 K#dzierzyn - Ko#le	 47-220	 Grunwaldzka 76	 PRDIM K#DZ
100	 0101000339	 Przedsi#biorstwo Robót	 Nowy S#cz	 33-300	 T#oki 34	 BUDOMAX
100	 0101000340	 Przedsi#biorstwo Robót	 Kielce	 25-116	 #ciegiennego 268A	 FART
100	 0101000341	 Przedsi#biorstwo	 Olsztyn	 10-429	 Cementowa 3	 PRIB OLSZT
100	 0101000342	 Przedsi#biorstwo Robót	 Warszawa	 03-253	 Bia#o##cka 231	 PRIB WA-WA
100	 0101000343	 Przedsi#biorstwo Robót	 Warszawa	 03-253	 Bia#o##cka 231	 PRIB WARSZ
100	 0101000344	 Przedsi#biorstwo Robót	 Katowice	 40-397	 Lwowska 38	 PRIN#-1
100	 0101000345	 Przedsi#biorstwo	 Marciszów	 58-410	 S#dzis#aw 50	 TRAKT S#DZ
100	 0101000346	 Przedsi#biorstwo Sprz#towo-	 Gliwice	 44-100	 Lotników 63b/3	 PST GLIWIC
100	 0101000347	 Przedsi#biorstwo Transportowo-	 Lidzbark Warmiński	 11-100	 J. D#browskiego 11	 PYZAK LIDZ
100	 0101000348	 Przedsi#biorstwo Transportowo-	 Glinojeck	 06-450	 Nadrzezczna 12	 WAPNOPOL G
100	 0101000349	 Przedsi#biorstwo Ulic i Mostów	 Kalisz	 62-800	 Cz#stochowska 95	 PUIM KALIS
100	 0101000350	 Przedsi#biorstwo Us#ug	 Ko#cierzyna	 83-400	 Drogowców 6	 PUDM KO#CI
100	 0101000351	 Przedsi#biorstwo	 Kobielice	 43-262	 Rolna 4	 ROL-BUD KO
100	 0101000352	 Przedsi#biorstwo Us#ugowo Handlowe	 Tarnowskie Góry	 42-605	 Radzionkowska 3	 TRANS BERG
100	 0101000353	 Przedsi#biorstwo Us#ugowo Remontowo	 Gdańsk	 80-177	 Damroki 1F/7	 PURB WERBE
100	 0101000354	 Przedsi#biorstwo Us#ugowo-Budowlane	 Kamieniec Z#bkowicki	 57-230	 Bratkowa 1	 PUB
100	 0101000355	 Przedsi#biorstwo Us#ugowo-Handlowe	 Orzesze-Zgoń	 43-186	 Sosnowa 23	 ROLWIT
100	 0101000356	 Przedsi#biorstwo Us#ugowo-Handlowe	 Pruszcz Gdański	 83-000	 Mickiewicza 14/19	 PUH OPAL
100	 0101000357	 Przedsi#biorstwo Us#ugowo-Handlowe	 Tczew	 83-110	 Broniewskiego 47	 TERRA TCZE
100	 0101000358	 Przedsi#biorstwo Wielobran#owe ETA	 D#browa Górnicza	 41-303	 Laski 111	 ETA
100	 0101000359	 Przedsi#biorstwo Wielobran#owe	 Mieszkowice	 74-505	 M#ynarska 37	 PW MICHA#O
100	 0101000360	 Przedsi#biorstwo Wielobran#owe	 Krosno Odrzańskie	 66-600	 40-lecia    PRL	 FILU#
100	 0101000361	 Przedsi#biorstwo Wielobran#owe	 Jedlnia Letnisko	 26-630	 Groszowice 229	 P W JAWOR
100	 0101000362	 Przedsi#biorstwo Wielobran#owe	 Wińsko	 56-160	 ul. Mickiewicza 24	 PW K #WIK
100	 0101000363	 Przedsi#biorstwo Wielobran#owe	 M#odzieszyn	 96-512	 Julipol 96	 RYDMAR
100	 0101000364	 Przedsi#biorstwo-Produkcyjno-	 Radom	 26-600	 Limanowskiego 154	 INTERBUD
100	 0101000365	 Przemyskie Przedsi#biorstwo Robót	 Przemy#l	 37-700	 Sielecka 2	 PPRDWP
100	 0101000366	 PW-Service Zak#ad Us#ug	 Wroc#aw	 50-307	 Wyszyńskiego 121/1	 PW-SERVICE
100	 0101000367	 RB Auto Bartosz Stelmach	 Szczecin	 71-241	 Klonowica 5	 RB AUTO
100	 0101000368	 RB ZAK#AD US#UG BUDOWLANYCH	 Gdynia	 81-506	 Stryjska 24	 RB ZUB GDY
100	 0101000369	 REBUDROG Sp. z o.o.	 Bierzwnik	 73-240	 R#busz	 REBUDROG
100	 0101000370	 REMASZ	 Pabianice	 95-200	 Pó#nocna 44/48	 REMASZ
100	 0101000371	 REMBUD ZAK#AD REMONTOWO-BUDOWLANY	 Trzebinia	 32-541	 Stoja#owskiego 46b	 REMBUD
100	 0101000372	 REPEX S.C.	 Tarnowskie Góry	 42-609	 Grzybowa 192	 REPEX
100	 0101000373	 Roboty Budowlane In#ynierskie	 Gilowice	 34-322	 Weso#a 29	 SATBUD
100	 0101000374	 Roboty Drogowo Mostowe i Transport	 Leszno	 64-100	 A. Krzyckiego 27	 PAWE# #AK
100	 0101000375	 Roboty Ziemne Arnold Woc#aw	 Zawada	 46-022	 Bocianowa 19	 ROBOTY ZIE
100	 0101000376	 Sando Budownictwo Polska Sp. z o.o.	 Warszawa	 00-113	 Emilii Plater 53	 SANDO
100	 0101000377	 SAW-MAR Automatyka Przemys#owa	 Stargard Szczeciński	 73-110	 #ab#dzia 18	 SAW-MAR
100	 0101000378	 SAW-MAR Cz##ci Zamienne Anna	 Stargard Szczeciński	 73-110	 #ab#dzia 18	 SAW-MAR
100	 0101000379	 SE-BA Seweryn Macholla	 Wilcz#ta	 14-405	 Wilcz#ta 102	 SE-BA
100	 0101000380	 SF-FILTER Sp.z o.o	 Lubin	 59-300	 Towarowa 10	 SF-FILTER
100	 0101000381	 Sidrog Sp. z o.o.	 B#aszki	 98-235	 Domaniew 9	 SIDROG
100	 0101000382	 SKAL-BRUK Adamczyk Marek	 #ywiec	 34-300	 Ró#ana 25	 SKAL-BRUK
100	 0101000383	 SPRZ#T-SERWIS Swarlik Krzysztof	 Chorzów	 41-500	 Sk#adowa 17	 SWARLIK
100	 0101000384	 STRASSMAYR Polska Sp. z o.o.	 Prze#mierowo, Wysogotowo	 62-081	 Okr##na 14	 STRASSMAYR
100	 0101000385	 SZO#TYSEK Czes#aw Szo#tysek	 Katowice	 40-748	 Jesiotra 5	 SZO#TYSEK
100	 0101000386	 TRANS-KAM Robert Kupis	 Stryków	 95-010	 Stary Rynek 2/34	 TRANS-KAM
100	 0101000387	 Transport Ci##ki POLCAB Norbert	 Przeg#dza	 44-238	 Powstańców 18	 POLCAB
100	 0101000388	 Tranzit Sp z o.o.	 Moskorzew	 29-130	 Lubachowy 68	 TRANZIT
100	 0101000389	 URSON-Zdzis#aw Wróbel	 Wieprz	 34-122	 Wieprz 225	 URSON
100	 0101000390	 USBUD Marian Szudra	 Kwilcz	 64-420	 Powstańców Wlkp. 15	 USBUD
100	 0101000391	 Us#ugi Transportowe Adam	 Kie#pino	 83-307	 Somonino, os Bernardyna 5	 CHLECHOWIC
100	 0101000392	 Us#ugi Transportowe Henryk Opitek	 Che#m #l#ski	 41-403	 Wo#odyjowskiego 33B	 OPITEK HEN
100	 0101000393	 Us#ugi Transportowe Roboty Ziemne	 Przemy#l	 37-700	 Hubala 10	 DRAK
100	 0101000394	 UTECH Maszyny i Urz#dzenia	 Opole	 45-715	 Krapkowicka 10	 UTECH OPOL
100	 0101000395	 VENTUS S.C. Adam Ptak, Wac#aw	 Tarnowskie Góry	 42-600	 Grodzka 1	 VENTUS
100	 0101000396	 VIA NOSTRA Sp. z o.o.	 Poznań	 61-371	 Romana Maya 1	 VIA NOSTRA
100	 0101000397	 Wielobran#owe Przedsi#biorstwo	 Mszana Dolna	 34-730	 #ostówka 271	 JANDA
100	 0101000398	 WIGROPOL Sp. z o. o.	 Siemianowice #l#skie	 41-103	 Micha#owicka 103	 WIGROPOL
100	 0101000399	 Wod-Bud Sleziak Sp.j	 Biecz	 38-340	 Korczyna 230/2	 WOD-BUD
100	 0101000400	 WODGAZ Sp. z o.o.	 Opole	 45-802	 Partyzancka 54/A	 WODGAZ OPO
100	 0101000401	 WPRIn# Asfalty Spó#ka Akcyjna	 Rybnik-K#okocin	 44-251	 Poligonowa 1	 WPRIN#
100	 0101000402	 Wytwórnie Materia#ów Bitumicznych	 Stargard Szczeciński	 73-110	 Gombrowicza 4	 EMULEX
100	 0101000403	 Z.T.H.U. "JKS" Józef P#otka Mezowo	 Dzier###no	 83-332	 Wyzwolenia 16	 JKS
100	 0101000404	 Z.U.E. Bukalski Arkadiusz	 Radom	 26-600	 Malczewskiego 19/3	 BUKALSKI
100	 0101000405	 Zak#ad Produkcyjno Us#ugowo-	 Por#bka Iwkowska 32	 32-862	 0	 KRZY#AK
100	 0101000406	 Zak#ad Brukarski Remigiusz	 Racibórz	 47-400	 Solna 25	 BRUKI RACI
100	 0101000407	 Zak#ad Budowlano-Drogowy "DUKT"	 Nowiny, Wola Murowana	 26-052	 Zak#adowa 17	 DUKT
100	 0101000408	 Zak#ad Budownictwa Ogólnego	 Opole	 45-409	 Jesionowa 5	 DROBUD OPO
100	 0101000409	 ZAK#AD BUDOWY I EKSPLOATACJI DR#G I	 Tomaszów Mazowiecki	 97-200	 Luboszewska 61/69	 ZBIEDIM
100	 0101000410	 ''Zak#ad Drogownictwa i	 #ód#	 91-613	 Ekologiczna 26	 ZDII ##D#
100	 0101000411	 Zak#ad Gospodarki	 Ostrów Mazowiecka	 07-300	 ul. B. Prusa 66	 ZGKIM
100	 0101000412	 ZAK#AD OG#LNOBUDOWLANY "MARBUDEX"	 Skierniewice	 96-100	 #owicka 127	 MARBUDEX
100	 0101000413	 Zak#ad Piel#gnacji i Chirurgii	 Szczawno Zdrój	 58-310	 Chopina 3	 BEATA SZCZ
100	 0101000414	 Zak#ad	 Po#aniec	 28-230	 W. Witosa 4/1	 STABIL
100	 0101000415	 Zak#ad Produkcyjno Us#ugowy TELGAZ	 Katowice	 40-748	 Zaopusta 112	 TELGAZ
100	 0101000416	 Zak#ad Remontowo Budowlano Handlowy	 Bierawa	 47-240	 Dworcowa 37a/2	 ZRBH
100	 0101000417	 Zak#ad Remontowo Budowlany Maria	 Ossy	 42-624	 Wyzwolenia 23	 ZRB FISIOR
100	 0101000418	 Zak#ad Us#ug	 Orzech	 42-622	 ##kowa 14	 ZUK ORZECH
100	 0101000419	 Zak#ad Us#ugowo Handlowy Andrzej	 Przysucha	 26-400	 Armii Krajowej 35	 ZUH LEWAND
100	 0101000420	 Zak#ad Us#ugowo Handlowy "WOJBUD"	 Kraków	 31-763	 Kontorowicka 48a	 WOJBUD
100	 0101000421	 Zak#ad Us#ugowy Wielobran#owy in#.	 Katowice	 40-820	 Barlickiego 17a/23	 ZUW Z#OTY
100	 0101000422	 Zak#ad Wielobran#owy "DROG-BUS"	 Paniówki	 44-177	 Dzia#kowa 1	 DROG-BUS
100	 0101000423	 ZIELTRANS Tadeusz Ziele#nik	 ##ka	 43-241	 #ukasiewicza 3	 ZIELTRANS
100	 0101000424	 Zmechanizowane Roboty Ziemne MIKOP	 Jod#ownik	 34-620	 S#upia 1	 MIKOP
100	 0101000425	 ZPB Kaczmarek Wykonawstwo	 Przem#t, Mochy	 64-234	 Szkolna 15a	 ZPB KACZMA
100	 0101000426	 ZRB Budowa Krzysztof Szmak	 Pszczyna	 43-200	 Le#na 28	 ZRB SZMAK
100	 0101000427	 ZYKO-DR#G Sp. z o.o.	 Radom	 26-600	 #elazna 3	 ZYKO-DR#G
100	 0101000428	 Podkarpackie Przedsi#biorstwo	 G#ogów Ma#opolski	 36-060	 Rudna Ma#a 17	 DROGBUD
100	 0101000429	 HAMER Sp. z o.o.	 Warszawa	 03-044	 P#ochocińska 35	 HAMER
100	 0101000430	 PRIN# POMERANIA S.A.	 Szczecin	 70-661	 Gdańska 12b	 PRIN# POM
100	 0101000431	 Mosty #l#sk Sp. z o.o.	 Katowice	 40-040	 Wita Stwosza 7	 MOSTY #L
100	 0101000432	 Przedsi#biorstwo Budowlano-Drogowe	 Warszawa	 00-891	 Ch#odna 15	 MAKBUD
100	 0101000433	 BUDOREX 2 Sp. z o.o.	 Bytom	 41-902	 Mickiewicza 60	 BUDOREX 2
100	 0101000434	 Prosperbau Sp. z o.o.	 Wroc#aw	 53-421	 Gajowicka 95	 PROSPERBAU
100	 0101000435	 Powerfor Sp. z o.o.	 Wroc#aw	 54-156	 Metalowców 25	 POWERFOR
100	 0101000436	 Miejskie Przedsi#biorstwo	 Warszawa	 03-228	 Marywilska 36	 MPRD WAWA
100	 0101000437	 BISEK ASFALT	 Kostom#oty	 55-311	 Granitowa 7	 BISEK MICH
100	 0101000438	 AUTO-TRANS	 Giera#towice	 44-186	 Ks. Roboty 80	 AUTO-TRANS
100	 0000400000	 Nowak Sebastian	 Katowice	 40-748	 Pomorskiego 26	 NOWAK SEBA
100	 0000400001	 Nowak Sebastian	 Katowice	 40-748	 Pomorskiego 26	 NOWAK SEBA
100	 0000400002	 Nowak Sebastian	 Katowice	 40-748	 Pomorskiego 26	 NOWAK SEBA
100	 0000400003	 Agnieszka Skupniewicz	 Tychy	 43-100	 Jordana 47/9	 A SKUPNIEW
100	 0000400004	 Hubert Nawrotek	 Warszawa	 02-971	 Meander 2/14	 H NWAROTEK
100	 0000400005	 Maciejewski Mariusz	 Poznań	 61-334	 Tarnobrzeska 16	 M MACIEJEW
100	 0000400006	 Miros#aw Szwedo	 Stalowa Wola	 37-450	 Narutowicza 3a/13	 M SZWEDO
100	 0000400007	 Podle# Rados#aw	 Banino	 80-297	 Sadowa 24	 RADEK P
100	 0000400008	 Szews Zdzis#aw	 Dolaszewo	 64-930	 Szyd#owo 31	 Z SZEWS
100	 0000400009	 Robert Podle#	 Banino	 80-297	 Kolejowa 78	 ROBERT P
100	 0000400010	 Agata #liwiok	 Siemianowice #l#skie	 41-106	 W#adys#awa Jagie##y 39e/29	 A #LIWIOK
100	 0000400011	 Jacek Górczany	 Po#omia	 38-115	 Baryczka 288B	 G#RCZANY
100	 0000400012	 Jacek Grabowski	 D#bie	 62-660	 Chru#cin 24	 GRABOWSKI
100	 0000400013	 #ak Grzegorz	 Szyd#owiec	 26-500	 Sadek 152	 #AK GRZEGO
100	 0000400014	 Miros#aw Maci##ka	 Miko#ów	 43-195	 Botaniczna 6	 M MACI##KA
100	 0000400015	 Sebastian Przybylski	 Chorzów	 41-506	 Limanowskiego 9	 PRZYBYLSKI
100	 0000400016	 Tomasz Mazur	 Zabrze	 41-800	 Królewska 16/3	 T MAZUR
100	 0000400017	 Karina Jakubik	 Tychy	 43-100	 Rataja 4/30	 K JAKUBIK
100	 0000400018	 Marek Macowicz	 Czelad#	 41-250	 Miasta Auby 6/15	 MACOWICZ M
100	 0000400019	 Bart#omiej Czech	 Katowice	 40-711	 #widnicka 29/41	 B CZECH
100	 0000400020	 Andrzej Mroziński	 Katowice	 40-541	 Ligonia 31/5	 MROZI#SKI
100	 0000400021	 Edward Szl#zak	 Boles#aw	 32-329	 Francesco Nullo 13	 E SZL#ZAK
100	 0000400022	 Patrycja Stroczyńska	 Katowice	 40-467	 Mi#a 9a/16	 PATRYCJA S
100	 1000000016	 Przedsi#biorstwo Handlowo	 Tchew	 83-110	 Przemys#owa 8	 IRTOM
100	 1000000017	 Rzelux Przedsi#biorstwo	 Zabrze	 41-800	 #elazna 6	 RZELUX
100	 1000000018	 J.T. "MASZBUD" Import-Export	 Tymowa	 32-863	 Tymowa 357	 MASZBUD
100	 1000000019	 Przedsi#biorstwo	 Jawor	 59-400	 Poniatowskiego 25	 COM-D
100	 1000000020	 P.P.H.U . TOK FREZ	 #apanów	 32-740	 Grabie 148	 TOK FREZ
100	 1000000021	 Firma Handlowa "TERI"	 Tarnów	 33-100	 Hodowlana 5	 TERI
100	 1000000023	 BP Polska S.A.	 Kraków	 31-358	 Jasnogórska 1	 BP POLSKA
100	 1000000024	 ESI Polska Sp. z o.o.	 WARSZAWA	 02-389	 Al.Bohaterów Wrze#nia 9	 ESI
100	 1000000025	 Centrum Wspierania Przedsi#biorstw	 Skórzewo	 60-185	 Batorowska 18	 NOVILEX
100	 1000000026	 Bodeko Hotele Sp. z o.o.	 Wis#a	 43-460	 Jawornik 52a	 GO#CINIEC
100	 1000000027	 Zak#ad Us#ugowo-Handlowy	 Krotoszyn	 63-700	 Ba#acin, Ogrodowa 59	 ZUH WOJTKO
100	 1000000028	 Firma Handlowo-Us#ugowa	 Bytom	 41-902	 Fa#ata 32/3	 HAJDA
100	 1000000029	 Us#ugi Transportowe, Ziemne	 Kalisz	 83-425	 Jana Paw#a II 16	 CZARNOWSKI
100	 1000000030	 B.P.R.I.I. DROKAN	 Warszawa	 04-711	 Celofanowa 2	 DROKAN
100	 0103000005	 Апатиты	 	 184209	 Промышленная 16	 RU61
100	 0103000390	 Склад бесвозмездных поставок RCE	 Химки	 141402	 Вашутинское шоссе, 15	
100	 0101000448	 ПАО "ГМК "Норильский никель"	 район Таймырский Долгано-Ненецкий,	 647000	 г. Дудинка, улица Морозова дом 1	 RUM7300
100	 0101000111	 Wiklund Trading Int. AB	 Billeberga	 268 03	 BOX 101	 WIKLUND
100	 0101000106	 Kolex s.r.o.	 Nitra	 949 01	 Janka Krala 27	 KOLEX
